MATRICULA;NOME;REPROVACOES_DE;REPROVACOES_EM;REPROVACOES_MF;REPROVACOES_GO;NOTA_DE;NOTA_EM;NOTA_MF;NOTA_GO;INGLES;H_AULA_PRES;TAREFAS_ONLINE;FALTAS;PERFIL
264819;ElisÃ¢ngela de Sales;1;1;1;1;0.0;0.0;0.0;;1.0;0;5;6;DIFICULDADE
769317;Francisco Marlon de Lemes Ornyson JÃºnior;0;0;0;0;6.7;6.7;5.8;6.8;1.0;4;5;5;DIFICULDADE
219543;MÃ¡rcio Augusto Cofombruson Neto;0;0;0;0;5.4;6.4;4.7;;1.0;1;5;3;DIFICULDADE
546836;Melissa de Lemos da Silva Meplao;0;0;0;0;6.3;5.2;4.9;5.1;1.0;3;7;3;DIFICULDADE
135538;Marina de Menezes;0;0;0;0;6.7;6.0;6.0;4.8;1.0;5;0;3;DIFICULDADE
533863;Aparecida Maria Jardim Napudobe;0;0;0;0;6.5;6.5;4.8;6.2;1.0;3;0;8;DIFICULDADE
961146;Carolina de Oliveira;1;1;1;1;0.0;0.0;0.0;0.0;;5;1;6;DIFICULDADE
784167;Meire Ãšrsula de Oliveira Ylorao;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;1;7;DIFICULDADE
149360;AmÃ©lia Danielle Igocyeman Ribeiro;0;0;0;0;6.4;6.7;6.4;5.3;;3;4;4;DIFICULDADE
789941;Ivan Ezequiel de Bueno;1;1;3;1;0.0;0.0;0.0;;1.0;14;5;3;DIFICULDADE
909903;Renata Brasil;0;0;0;0;5.1;6.7;4.9;6.3;1.0;2;2;6;DIFICULDADE
388313;Ana do MaranhÃ£o Werner de Peixoto;0;0;0;0;5.6;5.2;6.1;4.5;1.0;2;5;3;DIFICULDADE
348522;Daniel Gabriel Murnfysa;1;1;1;1;0.0;0.0;0.0;0.0;1.0;5;2;6;DIFICULDADE
313940;Albina Schmidt;1;3;1;1;0.0;0.0;0.0;0.0;1.0;2;5;3;DIFICULDADE
908724;Sheila Eluzpuce;0;0;0;0;5.7;5.2;5.2;5.9;;4;4;3;DIFICULDADE
246408;Rute Arilda de Santo AntÃ´nio;0;0;0;0;6.9;6.7;4.9;6.8;1.0;5;5;6;DIFICULDADE
673706;AdÃ­lson FabrÃ­cio GÃ³is Wulemtisem;0;0;0;0;6.6;6.5;6.7;5.5;1.0;5;5;4;DIFICULDADE
241942;Luzinete de Ortiz;0;0;0;0;5.8;6.6;5.7;5.2;1.0;0;3;4;DIFICULDADE
811606;Junior Jairo Vaz de Toledo;0;0;0;0;6.5;6.8;5.9;5.0;1.0;11;6;1;DIFICULDADE
547032;Tatiana Adrielle de Ortega;1;1;3;1;0.0;0.0;0.0;0.0;1.0;4;5;3;DIFICULDADE
385324;JoÃ£o Ockison;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;0;5;DIFICULDADE
839567;Rafael Fred Osso Neto;0;0;0;0;5.9;5.2;5.3;5.0;1.0;3;2;3;DIFICULDADE
759473;CÃ¡rmen Luzinete de BraganÃ§a dos Santos;0;0;0;0;6.4;5.7;5.6;;;2;5;3;DIFICULDADE
112293;Rute Amanda da Silva;1;3;1;1;0.0;0.0;0.0;0.0;1.0;9;3;5;DIFICULDADE
899677;MoisÃ©s de Trindade;3;1;1;3;0.0;0.0;0.0;0.0;1.0;3;2;6;DIFICULDADE
877441;Jaqueline Gabrielle de Pereira;0;0;0;0;6.5;6.6;6.4;6.9;0.0;2;5;3;DIFICULDADE
385414;Beto Fabiano de Souza Mabuu Chigemao;0;0;0;0;7.3;7.8;8.7;7.4;1.0;4;6;3;MUITO BOM
811437;Nayara de OsÃ³rio Chaoson;0;0;1;3;6.2;5.3;0.0;0.0;1.0;3;2;4;DIFICULDADE
244737;ThaÃ­ssa das Neves;0;0;0;0;6.8;6.4;6.8;6.7;;2;2;3;DIFICULDADE
140773;Viviane Vanda Muzueko Guedes;0;0;0;0;5.7;5.1;5.3;4.4;1.0;2;1;4;DIFICULDADE
138596;EstevÃ£o SÃ©rgio da Silva;0;0;0;0;6.4;6.1;5.0;5.8;1.0;0;2;5;DIFICULDADE
843023;JosÃ© BomocoÃ£;0;0;0;0;6.3;6.7;6.3;5.7;0.0;2;4;4;DIFICULDADE
546874;Batista Choalge da Silva;3;1;1;1;0.0;0.0;0.0;0.0;1.0;5;1;7;DIFICULDADE
654077;Benjamin JoÃ£o Weiss Bahia;0;0;0;0;6.7;6.6;4.7;5.3;;5;2;6;DIFICULDADE
495441;Cibele Cavalcante de Pereira;0;0;0;0;5.2;4.7;5.9;5.6;0.0;3;2;1;DIFICULDADE
385927;Mateus Ikeki Gomes de Albuquerque;0;0;0;0;6.0;6.3;6.3;6.3;1.0;2;3;5;DIFICULDADE
869498;Mike Luigi de Oliveira;0;0;0;0;7.3;7.2;6.7;7.1;;5;0;3;EXATAS
780686;QuÃªnia do Nascimento;0;0;1;1;8.3;8.4;0.0;0.0;1.0;16;6;3;EXATAS
539249;Leonara Josilda Guerra;0;0;0;0;5.1;4.6;5.7;;1.0;2;4;8;DIFICULDADE
487948;Lina Maria Rosatto Gomes Oirn;0;0;0;0;5.7;5.4;5.7;4.5;1.0;5;1;7;DIFICULDADE
375413;Ediane Eduarda de Souza;0;0;0;0;6.9;7.1;8.4;6.0;1.0;3;0;3;MUITO BOM
615877;SÃ©rgio de Tavares;0;0;0;0;5.5;7.0;5.6;4.3;1.0;5;3;4;DIFICULDADE
770112;Everaldo Elano de Carvalho;0;0;0;0;5.9;4.7;5.8;4.3;1.0;5;2;6;DIFICULDADE
389181;Hilton Pablo de Medeiros Mineiro;3;1;1;1;0.0;0.0;0.0;0.0;;2;4;1;DIFICULDADE
561264;Danielle do Amazonas;0;0;0;0;5.4;6.0;4.9;;0.0;1;5;4;DIFICULDADE
109928;Shirley Juliana Raeson;0;0;0;0;6.6;6.9;6.8;6.5;1.0;2;0;3;DIFICULDADE
772016;NÃ¡dia Papofuyu de Machado da Silva;3;1;1;1;0.0;0.0;0.0;0.0;0.0;5;2;4;DIFICULDADE
743497;Lidiane de Machado Satsupe Marinho;0;0;0;0;5.2;4.9;6.2;5.0;0.0;2;5;3;DIFICULDADE
123203;Tatiana Ariana Xediov Usvi;0;0;0;0;7.1;7.4;6.3;6.6;1.0;5;2;4;EXATAS
678611;CÃ­cero Metamu;0;0;0;0;4.5;5.2;7.4;5.5;;4;2;3;DIFICULDADE
902708;TÃºlio Roberval Rangel;0;0;0;0;7.0;7.4;5.9;5.6;1.0;4;5;6;EXATAS
459672;ClÃ©ber Otto Espada JÃºnior;0;0;0;0;6.2;6.0;6.1;4.7;1.0;3;3;3;DIFICULDADE
164985;MaÃ­sa Elaine de Paranhos;0;0;0;0;5.4;5.3;5.8;4.3;0.0;5;7;1;DIFICULDADE
931499;MÃ¡rcia ElisÃ¢ngela de Andrade Nineldie;0;0;0;0;6.2;5.5;8.0;;1.0;5;5;4;DIFICULDADE
308815;JÃºlio Manoel Weber de Andrade Aihuman;0;0;0;0;5.5;6.3;6.6;6.3;1.0;4;5;4;DIFICULDADE
834521;Ana TÃ¢nia Pezfrernpiman VudazornÃ£o;0;0;0;0;6.8;6.5;5.6;5.2;;5;2;4;DIFICULDADE
267798;Ana Pires;0;0;0;0;5.8;6.0;5.9;4.5;1.0;2;4;6;DIFICULDADE
315689;KÃ¡tia TainÃ¡ Gore Ozuzcrofivic;0;0;0;0;7.4;7.7;8.9;7.6;1.0;15;5;5;MUITO BOM
644320;Hellen de Melo;0;0;0;0;5.0;4.7;5.9;5.1;1.0;2;1;3;DIFICULDADE
576859;AndrÃ©ia Ornnismoan de Barbosa;0;0;0;0;6.6;6.1;5.4;;1.0;5;5;3;DIFICULDADE
188478;Fabiano IsaÃ­as de AraÃºjo;0;0;0;0;6.1;6.5;5.9;6.2;0.0;11;2;6;DIFICULDADE
231603;Ismael Rivaldo Borba;0;0;0;0;6.9;6.6;5.6;5.3;1.0;4;4;4;DIFICULDADE
239952;Sabrina Sandra de Souza;0;0;0;0;5.2;5.6;4.9;4.8;1.0;3;5;3;DIFICULDADE
414885;Evelyn de Lacerda da Silva;0;0;0;0;6.5;5.5;5.8;;1.0;5;2;5;DIFICULDADE
170485;Regina Trami de Cabral Thirnbe;0;0;0;0;6.7;7.0;4.5;6.1;1.0;7;3;5;DIFICULDADE
519146;Tatiana Flaviana das Neves Ouan;0;0;0;0;5.5;4.6;5.4;;1.0;3;2;5;DIFICULDADE
144341;Ã‚ngelo Nelson das Neves;0;0;0;0;7.6;7.4;8.4;7.1;1.0;4;5;1;MUITO BOM
726060;ValÃ©ria da Silva Naves;0;0;0;0;6.6;6.7;5.0;5.9;1.0;4;3;3;DIFICULDADE
403200;Edinaldo Buhedemi NegrÃ£o da Silva;0;0;0;0;4.7;5.1;5.0;4.6;1.0;4;3;3;DIFICULDADE
129220;RaÃ­ Breno Ashe;0;0;0;0;6.6;7.0;5.5;6.4;;8;5;1;DIFICULDADE
730353;EustÃ¡quio Orlando da Silva;0;0;0;0;7.0;7.4;6.7;6.0;;5;5;3;EXATAS
131868;Uribe de Aguiar Neto;1;1;1;1;0.0;0.0;0.0;;1.0;4;5;3;DIFICULDADE
354155;Joelma Wanda do ParanÃ¡;0;0;0;0;7.1;7.2;7.6;6.4;;8;2;6;MUITO BOM
921125;Otaviano Edivaldo Klein;0;0;0;0;6.8;7.0;7.1;;0.0;4;4;3;DIFICULDADE
654033;Laerte EstevÃ£o de Cerqueira Saliman;1;1;1;1;0.0;0.0;0.0;;1.0;5;2;6;DIFICULDADE
752640;Maria de Malta;0;0;0;0;7.0;5.8;6.2;6.3;;4;5;3;DIFICULDADE
318756;Sandro PinhÃ£o de GonÃ§alves;0;0;0;0;6.7;6.9;8.7;6.7;0.0;1;0;5;HUMANAS
857869;Michel de BrandÃ£o Fragoso;1;1;1;1;0.0;0.0;0.0;;1.0;2;2;6;DIFICULDADE
625450;JoÃ£o Marlon de Medeiros;3;3;1;1;0.0;0.0;0.0;0.0;1.0;4;2;3;DIFICULDADE
234360;Olavo Giuseppe de Britto Pinto Franco;0;0;0;0;6.9;7.2;5.3;6.0;0.0;0;3;5;EXATAS
649612;AdÃ­lson de Lins da Silva JÃºnior;0;0;0;0;6.7;7.0;5.2;6.6;0.0;4;2;5;DIFICULDADE
281147;MÃ´nica de Farias Jirnu;0;0;0;0;6.2;5.6;6.5;;1.0;7;2;6;DIFICULDADE
437427;Benjamin Luan de Brito;0;0;1;1;6.1;6.4;0.0;;1.0;5;3;3;DIFICULDADE
494528;Telma Laura Nucarner;0;0;0;0;5.7;6.0;5.3;;1.0;3;0;8;DIFICULDADE
241196;Nicole Hitebibe;0;0;0;0;6.3;5.9;6.9;;1.0;3;4;3;DIFICULDADE
195915;ValÃ©ria de Padilha;0;0;0;0;5.9;6.0;5.3;5.1;1.0;4;0;4;DIFICULDADE
192526;Manuela Violeta de Azevedo dos Santos Gutierrez;0;0;0;0;5.2;5.9;7.2;6.7;0.0;6;0;5;DIFICULDADE
449953;Eric de Oliveira Dutra;0;0;0;0;6.8;6.7;5.0;6.5;0.0;3;0;8;DIFICULDADE
729403;Itamar Bento Paim Freire Valente;0;0;0;0;6.3;6.7;5.6;7.0;1.0;4;2;6;DIFICULDADE
636843;Ali Josiel Esleoman Buna Onfizbreuan;3;1;1;1;0.0;0.0;0.0;0.0;;5;2;6;DIFICULDADE
577749;Luigi de Lemos;0;0;0;0;7.2;7.2;6.8;;1.0;5;2;6;EXATAS
781173;Gilmar de Bueno Zubomi;0;0;0;0;5.9;6.5;6.0;;;3;5;4;DIFICULDADE
905544;Marciane dos Santos;0;0;0;0;5.9;6.0;6.6;;1.0;3;2;3;DIFICULDADE
872016;Gigi Vanessa Iubo;0;0;0;0;6.0;5.5;6.0;5.5;1.0;5;4;4;DIFICULDADE
770186;Aldo JÃºlio Dyju Doreiov;0;0;0;0;6.7;6.7;6.1;5.7;1.0;4;2;6;DIFICULDADE
270057;Itamara Raquel de Souza;0;0;0;0;6.1;6.9;4.8;6.5;1.0;5;2;6;DIFICULDADE
690361;Lisa Marli de Parreira da Silva;1;3;1;1;0.0;0.0;0.0;0.0;0.0;2;2;6;DIFICULDADE
147862;Rute Floa Mamesu;0;0;0;0;7.5;6.9;6.5;;0.0;2;5;3;EXATAS
623904;Mel Franco;0;0;0;0;7.5;8.0;9.6;8.0;0.0;13;7;2;MUITO BOM
616046;Yeda de Antunes;0;0;0;0;6.0;6.2;5.3;5.2;1.0;2;3;5;DIFICULDADE
900847;Valeska dos Santos;0;0;1;1;4.2;5.3;0.0;0.0;1.0;3;0;3;DIFICULDADE
748826;Martin de UchÃ´a da PaixÃ£o;0;0;0;0;7.1;7.3;8.0;6.4;1.0;11;3;2;MUITO BOM
662342;Dara Flaviana de Leite;0;0;0;0;6.4;5.9;5.6;5.7;1.0;8;1;7;DIFICULDADE
779345;BÃ¡rbara FÃ¡tima de Alvarenga Peguguyu Setel;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;7;3;DIFICULDADE
890570;Laerte Alfredo de Ramos;0;0;0;0;7.3;7.3;8.2;;0.0;17;3;3;EXATAS
658297;Caio Ney de Paranhos Neto;0;0;0;0;5.5;6.6;6.0;5.0;1.0;0;1;7;DIFICULDADE
983160;Maria Selena de Torquato Pinto;0;0;0;0;5.4;5.2;4.9;4.6;1.0;3;4;5;DIFICULDADE
872709;PatrÃ­cia MÃ´nica de Parreira Mypro;0;0;0;0;6.3;5.8;6.3;;1.0;2;1;2;DIFICULDADE
399622;Talita Anne de Souza;0;0;0;0;4.5;6.6;5.2;;0.0;4;5;5;DIFICULDADE
434812;TÃºlio SÃ­lvio Duque de Assis;0;0;0;0;7.1;6.5;6.3;6.2;1.0;5;4;2;DIFICULDADE
275613;ElisÃ¢ngela Atison de Braga;1;1;1;1;0.0;0.0;0.0;0.0;0.0;4;2;4;DIFICULDADE
123979;Everaldo de Figueira Neto;0;0;0;0;5.7;6.4;5.8;5.9;;2;5;3;DIFICULDADE
486701;Vera da Silva Eau Eraov;0;0;0;0;7.9;7.8;8.7;7.0;;8;4;4;MUITO BOM
919819;Janete de Souza;0;0;0;0;6.6;6.8;5.5;5.9;0.0;6;2;5;DIFICULDADE
316358;EloÃ¡ Lara Asiov dos Santos;1;1;1;1;0.0;0.0;0.0;0.0;;5;2;6;DIFICULDADE
321589;Otaviano Banhos;1;3;1;3;0.0;0.0;0.0;0.0;1.0;3;2;2;DIFICULDADE
938626;FÃ©lix Valverde;0;0;0;0;7.7;7.9;8.8;;0.0;5;0;3;MUITO BOM
730018;BarnabÃ© de Salvador;0;0;0;0;6.4;6.9;7.0;5.8;0.0;3;3;3;DIFICULDADE
522930;Martin Hildebrando Mendes Amapo;0;0;0;0;7.1;7.3;5.9;5.6;1.0;6;4;7;EXATAS
344222;LuÃ­s de Monteiro;1;1;3;3;0.0;0.0;0.0;0.0;1.0;3;4;5;DIFICULDADE
133100;ElisÃ¢ngela Gabrielle Zeto de Freitas;0;0;1;1;6.3;6.5;0.0;0.0;;5;2;5;DIFICULDADE
244534;Amarildo da Costa dos Santos JÃºnior;0;0;0;0;6.7;6.7;6.1;6.0;0.0;5;2;6;DIFICULDADE
879138;AdÃ´nis Benedito CÃ¢mara Plien JÃºnior;1;1;3;3;0.0;0.0;0.0;;1.0;7;6;3;DIFICULDADE
658663;Armando de Meireles Sagoka;0;0;0;0;4.7;5.2;5.0;5.7;1.0;3;1;7;DIFICULDADE
329285;Luara Manuela de OsÃ³rio Ninni;1;1;1;1;0.0;0.0;0.0;;1.0;11;5;3;DIFICULDADE
993289;Arilda Hebo;0;0;0;0;4.1;5.8;4.9;5.4;0.0;3;5;6;DIFICULDADE
397173;Edilene de Souza Akio;0;0;0;0;7.5;7.4;8.2;7.0;0.0;12;5;1;MUITO BOM
339286;Arthur Jonas Dutra;3;3;1;1;0.0;0.0;0.0;0.0;1.0;1;0;4;DIFICULDADE
733595;Bruna dos Santos da Silva Jangada;0;0;0;0;6.5;7.1;6.3;6.9;1.0;4;4;3;DIFICULDADE
487650;Rosana Yglyan de GusmÃ£o;0;0;0;0;6.3;6.4;5.3;;1.0;8;3;3;DIFICULDADE
407032;Ramon Martin de Chaves;0;0;0;0;6.2;4.3;5.8;4.9;;3;3;3;DIFICULDADE
772690;Suzy Braovic;0;0;1;1;4.7;5.1;0.0;0.0;1.0;2;2;6;DIFICULDADE
767825;FabÃ­ola Milene do EspÃ­rito Santo;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0;1;7;DIFICULDADE
485535;Zilda Rebeca Zusa de Pereira;0;0;0;0;6.5;4.9;4.9;;;2;2;6;DIFICULDADE
893656;Tatiana Aedu;1;1;1;1;0.0;0.0;0.0;0.0;;5;2;5;DIFICULDADE
528545;OtÃ¡via Simone de Morais dos Santos;0;0;0;0;6.7;6.1;6.4;5.5;1.0;6;5;3;DIFICULDADE
806873;Marcos Ney Franco de Ayres Harere;1;1;1;1;0.0;0.0;0.0;;1.0;2;0;5;DIFICULDADE
360022;Luan MaurÃ­cio de Cerqueira;0;0;0;0;7.3;6.0;6.6;;0.0;5;4;3;DIFICULDADE
526975;Hugo Edinaldo Jangada Nokiru;1;1;1;3;0.0;0.0;0.0;0.0;1.0;4;5;3;DIFICULDADE
681368;Otto Benedito Valverde;0;0;0;0;7.1;7.1;7.0;6.8;;5;5;4;EXATAS
614626;NÃ¡dia Camila Asviu Aefil de Iglesias;0;0;0;0;4.5;6.2;4.5;5.0;1.0;3;3;5;DIFICULDADE
360451;KauÃª Denis Ximenes;0;0;1;1;5.6;5.9;0.0;0.0;1.0;9;0;2;DIFICULDADE
619011;Magali de OsÃ³rio Prao;0;0;0;0;6.0;4.3;5.5;6.0;1.0;1;2;3;DIFICULDADE
743517;Danilo Nunes do Vale;0;0;0;0;6.1;5.8;7.3;5.2;1.0;9;5;3;DIFICULDADE
575586;Monique de Toledo;0;0;0;0;6.2;5.6;6.2;4.5;1.0;8;3;5;DIFICULDADE
477632;Laila Graziele CÃ¢mara;0;0;0;0;6.2;5.2;5.7;7.6;1.0;5;1;7;DIFICULDADE
726170;Rute dos Santos;0;0;0;0;4.9;5.6;7.1;5.1;1.0;3;2;6;DIFICULDADE
894678;MaÃ­ra Rodrigues de Duarte;0;0;0;0;5.1;4.5;4.7;4.4;;0;1;7;DIFICULDADE
248023;Eduarda de Britto;0;0;0;0;6.9;6.7;7.7;7.2;1.0;2;2;6;HUMANAS
245001;Tiago Max Valente de FranÃ§a;0;0;0;0;7.1;7.3;6.0;6.9;0.0;12;5;5;EXATAS
732490;Ãsis Propairn de Pascoal;0;0;0;0;6.0;5.8;5.8;5.6;1.0;3;5;4;DIFICULDADE
461013;Nelson da Silva;0;0;0;0;6.6;6.8;5.2;5.0;1.0;5;3;3;DIFICULDADE
170851;Adriana de Bezerra Gufu Palaz;0;0;0;0;6.2;4.0;5.6;4.7;;3;2;3;DIFICULDADE
328785;ClÃ©ber Paim da Silva Gurrepiman JÃºnior;0;0;0;0;5.6;4.6;5.1;5.1;;2;3;4;DIFICULDADE
458690;JoÃ£o Iago da Cruz Nirobi Rodrigues Terceiro;0;0;0;0;5.5;5.1;5.2;4.8;1.0;2;3;3;DIFICULDADE
352201;Arthur Olavo Huol;0;0;1;3;4.8;5.1;0.0;0.0;1.0;3;5;6;DIFICULDADE
585477;Ãšrsula Itere;0;0;0;0;6.3;6.3;5.0;;1.0;3;2;6;DIFICULDADE
880199;Tina Samara de Melo Aipuz;0;0;0;0;8.0;7.6;5.5;6.9;;11;5;3;EXATAS
360390;Avelino de MagalhÃ£es Edison;1;1;3;1;0.0;0.0;0.0;0.0;1.0;3;2;5;DIFICULDADE
318149;MÃ¡rio de Silveira;0;0;0;0;4.5;5.6;4.6;5.5;1.0;4;2;6;DIFICULDADE
693062;Solange Torres;0;0;0;0;6.5;6.5;6.0;5.5;1.0;3;6;2;DIFICULDADE
470973;Ingrid Suzanne Hemicho;0;0;0;0;7.1;6.6;6.8;5.7;1.0;4;5;3;DIFICULDADE
219872;Xilena RaÃ­ssa Shociov;0;0;0;0;6.7;6.6;6.0;5.2;0.0;9;4;4;DIFICULDADE
552114;Ana da Silva Paim dos Santos;0;0;3;1;4.4;5.3;0.0;0.0;0.0;3;2;5;DIFICULDADE
897494;Paulo de Paranhos;0;0;0;0;6.7;7.5;7.5;6.3;;7;2;5;EXATAS
133098;Alberto Sirniyirnan;1;1;1;1;0.0;0.0;0.0;;1.0;1;4;3;DIFICULDADE
666913;JÃºlio Ii Omclo de Souza;0;0;0;0;5.5;6.3;5.0;;0.0;5;4;4;DIFICULDADE
807203;Marciane Jussara Castelo de Malta;0;0;0;0;6.2;5.5;7.4;6.5;0.0;23;7;1;DIFICULDADE
634740;Pedro Uribe Guedes Brasil;1;3;1;3;0.0;0.0;0.0;0.0;1.0;2;3;4;DIFICULDADE
692549;Lucas Josiel Naoe da Paz;0;0;0;0;8.1;8.0;9.1;8.0;1.0;17;5;2;MUITO BOM
206249;Ana Lopes Amatletason;0;0;0;0;6.8;5.4;4.9;5.6;1.0;3;2;6;DIFICULDADE
338675;Frederico Yuri Dumuzsce da Silva Neto;0;0;0;0;7.2;6.7;5.4;6.5;1.0;1;3;3;DIFICULDADE
737872;Cibele ElisÃ¢ngela Colru;0;0;0;0;5.7;6.3;5.5;4.9;;4;5;4;DIFICULDADE
763879;Nilton Chanvo da ConceiÃ§Ã£o JÃºnior;0;0;0;0;6.6;6.2;6.9;;;2;5;3;DIFICULDADE
269621;Ediane Rosana Fortes Bahia;1;1;1;3;0.0;0.0;0.0;;1.0;4;3;4;DIFICULDADE
453082;Jaqueline Andressa Temapepo;0;0;0;0;5.9;5.6;4.8;;1.0;2;2;6;DIFICULDADE
138324;Hugo Kim Diarnu;0;0;0;0;6.1;5.5;4.5;5.6;;0;2;3;DIFICULDADE
573862;Dara Buko de Miranda do Rio;0;0;0;0;7.2;6.8;7.2;6.3;1.0;2;1;4;EXATAS
304865;SimÃ£o de Ferreira JÃºnior;0;0;0;0;6.5;6.2;5.6;5.7;;5;3;6;DIFICULDADE
176751;FÃ¡bio Couto Neto;0;0;0;0;5.6;5.7;5.1;4.8;1.0;3;3;6;DIFICULDADE
999093;Karina Karin Zugokoyu;1;3;1;3;0.0;0.0;0.0;0.0;1.0;6;5;4;DIFICULDADE
442891;Ezequiel da Silva Neto;0;0;0;0;7.3;7.5;6.7;7.2;;12;4;3;EXATAS
824067;Clara de Fonseca;0;0;0;0;6.6;6.0;4.6;5.3;;3;3;4;DIFICULDADE
731185;TÃ¢nia Ana SurndosÃ£;0;0;0;0;5.6;6.4;4.6;;1.0;3;2;6;DIFICULDADE
256834;EustÃ¡quio dos Santos de Ortiz Schneider;0;0;0;0;6.8;7.0;6.4;5.1;0.0;17;5;1;DIFICULDADE
650833;Alisson Otus;0;0;0;0;6.2;6.3;4.5;4.9;1.0;4;5;3;DIFICULDADE
845391;Gilson Quirino dos Santos;0;0;0;0;7.0;5.8;7.1;6.5;0.0;5;2;4;DIFICULDADE
642152;Olavo Geistiz de Peres;0;0;0;0;6.4;6.2;5.1;;1.0;3;2;6;DIFICULDADE
643477;Quirino Marcelo Gutierrez de Cardoso;0;0;0;0;7.0;6.7;6.0;5.8;;7;2;6;DIFICULDADE
799317;Shirley da Cunha Ximenes;0;0;0;0;6.1;5.0;6.1;;0.0;8;5;3;DIFICULDADE
531076;Augusto Gazoni de Pereira;0;0;0;0;6.6;6.7;7.1;5.2;0.0;2;5;3;DIFICULDADE
498410;EugÃªnio Martinez;0;0;0;0;6.2;4.5;5.5;5.3;1.0;0;2;6;DIFICULDADE
290793;Charlene Olinlospi de Freitas da Silva;0;0;0;0;6.1;5.9;5.2;5.7;1.0;3;0;8;DIFICULDADE
796284;JanaÃ­na Meire de Soares;0;0;0;0;7.2;5.5;7.8;7.1;0.0;3;4;3;HUMANAS
474438;Gabriel de SÃ£o Pedro Glyle;0;0;0;0;6.8;6.6;5.0;5.7;;3;2;6;DIFICULDADE
683506;Dina Amve Igreja Pires;0;0;0;0;8.1;8.3;9.5;7.3;0.0;20;5;3;MUITO BOM
562543;Ramon InÃ¡cio Oreil Tochinope Penedo;0;0;0;0;5.5;5.2;5.6;5.0;1.0;2;3;6;DIFICULDADE
698187;EstevÃ£o de Carvalho da Luz Freire;0;0;0;0;5.9;6.7;4.8;4.8;1.0;4;2;3;DIFICULDADE
437184;Omar Ulka;0;0;0;0;4.4;5.1;5.3;4.6;1.0;9;5;3;DIFICULDADE
817985;Alex Mendes Herrera JÃºnior;0;0;0;0;4.8;4.3;5.6;4.8;0.0;5;3;3;DIFICULDADE
190485;Michele de Viana;0;0;0;0;6.6;7.1;8.8;7.3;0.0;13;5;2;HUMANAS
676496;Felipe Pedro Sogemusu;0;0;0;0;6.5;5.4;5.4;5.6;0.0;3;4;3;DIFICULDADE
105003;Everaldo Irndo;0;0;0;0;6.3;6.3;5.8;4.9;1.0;2;2;4;DIFICULDADE
812469;CecÃ­lia Ribeiro;0;0;1;1;6.2;6.4;0.0;;0.0;7;5;3;DIFICULDADE
186244;JÃºlia de Lacerda;0;0;0;0;6.3;6.4;5.4;4.3;1.0;4;5;4;DIFICULDADE
220389;Martinho DamiÃ£o de Peres;0;0;0;0;6.8;5.7;6.9;4.8;1.0;3;0;4;DIFICULDADE
497805;ValquÃ­ria Genir Valente;0;0;0;0;6.9;5.9;5.9;5.8;1.0;9;2;2;DIFICULDADE
913295;Maria Magali da PaixÃ£o de Godoy;1;1;1;1;0.0;0.0;0.0;0.0;;5;5;3;DIFICULDADE
645871;Adriano Werner;3;1;1;3;0.0;0.0;0.0;0.0;1.0;4;4;6;DIFICULDADE
191099;Luzia Porncrimi de Souza;0;0;0;0;8.1;8.2;8.0;6.4;;3;3;5;MUITO BOM
387493;Igor de Lima Nbupi;0;0;0;0;6.2;6.2;4.8;5.1;1.0;3;0;1;DIFICULDADE
612769;Danielle Plemme Schneider de Pimentel;0;0;0;0;6.4;6.1;6.1;4.6;1.0;6;7;3;DIFICULDADE
580235;RosÃ¢ngela Liane da Silva dos Santos;1;1;1;1;0.0;0.0;0.0;;1.0;2;2;6;DIFICULDADE
393683;Nivaldo Otaviano de Menezes Hessotasier Neto;1;1;1;3;0.0;0.0;0.0;0.0;1.0;3;0;5;DIFICULDADE
765397;Anakin Kim Burnta Buarque;0;0;1;1;5.5;5.7;0.0;0.0;1.0;2;5;3;DIFICULDADE
796187;Elias Valente de Souza Emoriman;0;0;0;0;6.2;5.5;6.5;4.2;0.0;2;4;4;DIFICULDADE
118256;Wilson InÃ¡cio de Lemos;0;0;0;0;6.2;6.1;5.2;5.4;;6;0;3;DIFICULDADE
458438;Eric Giovanni Sizbu;0;0;0;0;6.4;6.1;6.8;4.9;1.0;3;0;4;DIFICULDADE
142686;Liane da Silva Coutinho Gimsoz;0;0;0;0;6.1;4.9;5.5;4.4;1.0;5;3;4;DIFICULDADE
409882;Lina Jussara de AraÃºjo;1;1;3;1;0.0;0.0;0.0;0.0;1.0;14;6;3;DIFICULDADE
919809;Benjamin Roberto de Meireles do Amaral;1;1;1;1;0.0;0.0;0.0;;1.0;8;2;6;DIFICULDADE
191245;Wesley de Angola;0;0;0;0;5.6;5.9;5.2;5.6;;6;0;5;DIFICULDADE
298881;Roger de Barbosa;0;0;0;0;6.1;5.5;5.0;5.2;1.0;4;5;3;DIFICULDADE
410851;Telma Dloaer de Malta;0;0;0;0;5.6;5.7;5.5;5.5;0.0;15;0;3;DIFICULDADE
844853;Caio Portugal Banhos;0;0;1;1;6.2;4.8;0.0;0.0;1.0;4;0;4;DIFICULDADE
441368;JÃ©ssica de Martins;0;0;0;0;4.7;4.8;5.5;5.0;1.0;3;2;6;DIFICULDADE
